TARGET_FLAG,TARGET_AMT,AGE,BLUEBOOK,CAR_AGE,CAR_TYPE,CAR_USE,CLM_FREQ,EDUCATION,HOMEKIDS,HOME_VAL,INCOME,JOB,KIDSDRIV,MSTATUS,MVR_PTS,OLDCLAIM,PARENT1,RED_CAR,REVOKED,SEX,TIF,TRAVTIME,URBANICITY,YOJ,CAR_TYPE_Minivan,CAR_TYPE_PanelTruck,CAR_TYPE_Pickup,CAR_TYPE_SUV,CAR_TYPE_SportsCar,CAR_TYPE_Van,CAR_USE_Commercial,CAR_USE_Private,EDUCATION_<HighSchool,EDUCATION_Bachelors,EDUCATION_HighSchool,EDUCATION_Masters,EDUCATION_PhD,JOB_BlueCollar,JOB_Clerical,JOB_Doctor,JOB_HomeMaker,JOB_Lawyer,JOB_Manager,JOB_NotInf,JOB_Professional,JOB_Student,KIDSDRIV_0,KIDSDRIV_1,MSTATUS_No,MSTATUS_Yes,PARENT1_No,PARENT1_Yes,RED_CAR_No,RED_CAR_Yes,REVOKED_No,REVOKED_Yes,SEX_F,SEX_M,URBANICITY_Rural,URBANICITY_Urban
0,0.0,43.0,13910,1.0,SUV,Commercial,0,HighSchool,0,149105.0,44139.0,BlueCollar,0,No,0,0,No,No,Yes,F,1,40,Rural,11.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
1,2044.216896,33.0,22680,15.0,PanelTruck,Commercial,4,Bachelors,0,230290.0,69641.0,BlueCollar,0,No,2,1712,No,Yes,No,M,1,33,Urban,9.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
0,0.0,48.0,17270,1.0,SportsCar,Private,1,HighSchool,0,263363.0,81940.0,Manager,0,Yes,6,17691,No,No,Yes,F,1,5,Urban,15.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
0,0.0,52.0,11570,1.0,Pickup,Private,1,<HighSchool,0,52557.0,16005.0,Clerical,0,Yes,5,3546,No,Yes,No,M,7,38,Urban,13.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
0,0.0,51.0,20130,6.0,SUV,Private,0,HighSchool,1,217179.0,46381.0,Manager,0,Yes,0,0,No,No,No,F,12,18,Urban,13.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,47.0,20500,1.0,Van,Private,0,HighSchool,0,0.0,51624.0,Clerical,0,No,0,0,No,Yes,No,M,1,24,Urban,8.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
1,834.52069146,28.0,4500,10.0,Pickup,Private,2,HighSchool,0,0.0,13410.0,Student,0,Yes,2,5575,No,No,No,M,7,27,Urban,9.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1
0,0.0,51.0,20910,11.0,Pickup,Private,1,Bachelors,0,198755.0,61666.0,Manager,0,Yes,4,10147,No,No,No,F,1,34,Urban,11.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,47.0,7200,13.0,Pickup,Commercial,1,Bachelors,0,233450.0,64246.0,Manager,0,Yes,1,10265,No,Yes,No,M,1,34,Urban,12.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
0,0.0,40.0,19930,1.0,Van,Private,0,<HighSchool,2,143354.0,31957.0,Clerical,0,Yes,0,0,No,Yes,No,M,14,29,Urban,9.0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
1,4578.0,30.0,5850,1.0,Pickup,Commercial,3,HighSchool,2,95447.0,13490.0,Student,0,Yes,1,31401,No,No,Yes,M,10,5,Urban,11.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1
0,0.0,53.0,15030,16.0,Minivan,Private,0,Masters,0,0.0,82266.0,Lawyer,0,No,1,0,No,Yes,No,M,1,21,Urban,11.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
0,0.0,42.0,9210,16.0,SUV,Private,0,Bachelors,2,150376.0,35101.0,Clerical,1,Yes,2,0,No,No,No,F,4,37,Rural,10.552698458260558,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
0,0.0,53.0,16940,11.0,Van,Commercial,1,Bachelors,1,213950.0,52019.0,BlueCollar,0,Yes,0,32115,No,No,No,M,3,52,Urban,13.0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1
0,0.0,43.0,24590,7.0,Minivan,Commercial,3,Bachelors,0,99554.0,2346.0,Student,0,Yes,0,33218,No,No,No,F,1,25,Urban,12.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,38.0,8230,14.0,SUV,Private,0,Bachelors,2,189439.0,40342.0,Clerical,1,Yes,1,0,No,No,No,F,1,5,Rural,15.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
0,0.0,41.0,21340,12.0,Minivan,Private,0,Masters,2,230394.0,78370.0,Lawyer,0,No,0,0,Yes,No,No,F,11,42,Rural,13.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
0,0.0,28.0,11300,10.0,SUV,Private,0,Masters,1,227430.0,70029.0,NotInf,0,Yes,0,0,No,No,No,F,11,52,Urban,11.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,35.0,8590,7.34165778635135,SUV,Private,2,HighSchool,2,160171.0,35907.0,Clerical,0,No,6,1278,Yes,No,No,F,4,53,Rural,13.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
0,0.0,47.0,21220,17.0,Pickup,Commercial,2,Masters,0,0.0,107414.0,HomeMaker,0,No,2,8295,No,No,No,F,7,50,Urban,9.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,46.0,26780,18.0,Minivan,Private,0,PhD,0,230564.0,45109.0,Doctor,0,Yes,1,0,No,No,No,F,4,31,Urban,15.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,43.0,7990,4.0,Pickup,Commercial,3,<HighSchool,0,125624.0,21913.0,Clerical,0,Yes,1,4748,No,No,No,M,6,26,Urban,9.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1
0,0.0,53.0,12390,19.0,SUV,Private,1,Masters,0,0.0,55890.0,Lawyer,0,No,4,6668,No,No,No,F,6,43,Urban,2.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,46.0,22210,10.0,SUV,Commercial,2,Bachelors,0,226429.0,70307.0,BlueCollar,0,Yes,0,6632,No,No,No,F,1,36,Urban,10.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,55.0,18150,8.0,Minivan,Private,0,HighSchool,0,173117.0,39422.0,Clerical,0,Yes,0,0,No,No,No,F,1,32,Urban,15.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
1,9270.0,50.0,9160,9.0,Minivan,Commercial,0,Bachelors,0,0.0,87719.0,BlueCollar,0,No,2,0,No,No,Yes,M,17,20,Urban,3.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
1,5040.0,40.0,8730,1.0,Minivan,Private,1,HighSchool,0,0.0,32265.0,Clerical,0,No,7,3979,No,No,No,F,3,46,Urban,11.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,47.0,11780,1.0,SUV,Private,3,HighSchool,0,223804.0,55821.0,Clerical,0,Yes,0,7822,No,No,No,F,1,48,Urban,10.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,37.0,11370,13.0,SUV,Private,0,Masters,3,272278.0,98655.0,Lawyer,0,Yes,5,0,No,No,No,F,1,15,Urban,15.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,34.0,15330,1.0,Minivan,Private,0,HighSchool,1,121175.0,35136.0,Clerical,0,Yes,1,0,No,Yes,No,M,10,9,Urban,11.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
0,0.0,53.0,24390,18.0,PanelTruck,Commercial,3,Masters,0,433494.0,167661.0,NotInf,0,No,0,10421,No,No,No,M,4,36,Urban,12.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,0.0,37.0,12990,13.0,Minivan,Private,0,Masters,0,159710.0,44705.0,Professional,0,Yes,4,0,No,Yes,No,M,6,21,Urban,10.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
1,4539.0,56.0,12160,15.0,Pickup,Commercial,1,Bachelors,0,166535.0,44320.0,Clerical,0,Yes,7,3211,No,No,No,F,1,48,Urban,13.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,52.0,26910,16.0,PanelTruck,Commercial,0,Masters,0,0.0,154956.0,NotInf,0,No,2,0,No,Yes,No,M,10,39,Urban,13.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
1,2010.647809,58.0,8050,1.0,SUV,Private,3,HighSchool,0,0.0,7452.0,Student,0,No,0,9231,No,No,No,F,1,30,Urban,11.065765454521856,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1,2408.0,42.0,5730,11.0,SUV,Private,0,Bachelors,2,224623.0,73694.0,Professional,0,Yes,0,0,No,No,Yes,F,1,37,Urban,14.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
0,0.0,52.0,17130,6.0,Pickup,Private,0,HighSchool,0,180830.0,57536.0,Professional,0,Yes,0,0,No,No,No,F,6,74,Rural,13.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
1,2697.0,45.0,10480,1.0,SUV,Private,0,HighSchool,3,175534.0,44786.0,Clerical,1,Yes,2,0,No,No,No,F,13,5,Urban,9.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1
1,6098.0,39.0,7100,7.429927353250676,SUV,Private,0,Bachelors,1,234014.0,56014.0,Professional,0,Yes,0,0,No,No,No,F,4,28,Urban,6.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,47.0,27820,12.0,Pickup,Commercial,0,Bachelors,0,215332.0,38760.0,Professional,0,No,1,0,No,No,No,F,6,17,Rural,12.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0.0,46.0,14640,9.0,Minivan,Private,0,Bachelors,0,0.0,52955.0,Professional,0,No,0,0,No,Yes,No,M,1,15,Urban,13.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
0,0.0,34.0,5100,6.0,SUV,Private,0,HighSchool,1,123199.0,33197.0,Clerical,1,Yes,0,0,No,No,No,F,4,29,Urban,12.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,37.0,7470,1.0,Pickup,Private,0,<HighSchool,4,0.0,22699.0,Clerical,0,No,0,0,Yes,Yes,No,M,1,35,Rural,17.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0
0,0.0,46.0,12130,17.0,SUV,Private,0,Masters,0,370578.0,144448.0,Lawyer,0,No,3,0,No,No,No,F,1,34,Urban,10.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,49.0,11750,8.784035721191389,SUV,Private,0,HighSchool,0,178681.0,39934.0,Clerical,0,Yes,0,0,No,No,No,F,4,54,Rural,10.759739648892229,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
0,0.0,46.0,9430,8.411826105445346,SUV,Private,0,HighSchool,0,124115.0,33333.0,Clerical,0,Yes,0,0,No,No,No,F,13,28,Rural,10.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
0,0.0,41.0,16570,8.0,Van,Private,0,PhD,2,243198.0,65901.0,Lawyer,0,Yes,1,0,No,Yes,Yes,M,6,16,Urban,17.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1
1,5834.7275625,57.0,9180,1.0,SUV,Private,2,<HighSchool,1,83843.0,0.0,HomeMaker,0,Yes,8,2933,No,No,No,F,1,36,Urban,0.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
1,1418.0,40.0,24010,5.0,Minivan,Private,2,Bachelors,3,296274.0,96613.0,Professional,1,No,3,4426,Yes,No,No,F,1,30,Urban,16.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1
0,0.0,36.0,20530,14.0,Minivan,Private,0,Bachelors,0,218149.0,46195.0,Clerical,0,Yes,0,0,No,No,No,F,3,25,Rural,13.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
0,0.0,39.0,23370,7.429927353250676,Pickup,Private,0,Bachelors,1,234014.0,56014.0,Professional,0,Yes,0,0,No,No,Yes,F,1,28,Urban,6.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
0,0.0,28.0,18370,8.0,Van,Commercial,0,HighSchool,0,177386.0,62294.0,BlueCollar,0,No,1,0,No,Yes,No,M,7,43,Rural,8.0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0
0,0.0,46.0,13500,11.0,Minivan,Commercial,0,Bachelors,0,274393.0,99224.0,BlueCollar,0,Yes,1,0,No,No,No,M,1,33,Rural,14.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
0,0.0,53.0,1500,9.444643442878226,Minivan,Private,0,Bachelors,0,176785.0,58231.0,Professional,0,Yes,0,0,No,Yes,No,M,4,58,Urban,15.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
0,0.0,39.0,15140,7.0,SUV,Private,1,HighSchool,0,0.0,31869.0,Clerical,0,No,4,8431,No,No,No,F,22,5,Urban,10.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,44.0,19170,7.0,SUV,Private,0,Bachelors,2,0.0,57857.0,Professional,0,No,0,0,Yes,No,No,F,1,23,Urban,14.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1
1,3338.0,38.0,25280,13.0,Pickup,Commercial,0,Bachelors,0,0.0,57890.0,Clerical,0,No,2,0,No,No,Yes,F,1,19,Urban,9.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
0,0.0,30.0,24490,7.0,Pickup,Commercial,1,HighSchool,4,169596.0,42579.0,BlueCollar,0,Yes,0,2974,No,No,No,F,10,12,Urban,16.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,44.0,12360,1.0,SUV,Commercial,0,HighSchool,0,0.0,64617.0,BlueCollar,0,No,0,0,No,No,No,F,4,46,Urban,4.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,37.0,25850,5.0,PanelTruck,Commercial,0,Bachelors,0,291191.0,101863.0,Professional,0,No,0,0,No,Yes,No,M,4,43,Urban,9.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
1,2569.0,24.0,2190,9.0,SUV,Private,1,Bachelors,1,0.0,6862.0,Clerical,0,No,4,11226,Yes,Yes,No,F,1,38,Urban,7.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1
0,0.0,44.0,14090,14.0,SUV,Private,0,Masters,0,345278.0,110556.0,Manager,0,Yes,2,0,No,No,No,F,6,41,Urban,14.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,57.0,27370,7.0,PanelTruck,Commercial,0,Bachelors,0,242648.0,66293.0,Professional,0,Yes,0,0,No,No,No,M,6,7,Urban,15.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1
0,0.0,55.0,2220,12.0,SUV,Private,1,Masters,0,82289.0,7231.0,Lawyer,0,Yes,2,26871,No,No,Yes,F,4,21,Urban,10.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
0,0.0,49.0,12330,1.0,Minivan,Commercial,0,HighSchool,0,277837.0,95637.0,BlueCollar,0,Yes,1,0,No,Yes,No,M,1,9,Urban,15.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
0,0.0,52.0,13660,26.0,Minivan,Private,0,Masters,0,0.0,82599.0,Lawyer,0,No,2,0,No,No,No,F,6,16,Urban,12.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,51.0,16010,1.0,Minivan,Private,0,HighSchool,1,231102.0,58184.0,Manager,0,Yes,0,0,No,No,No,F,9,11,Urban,15.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,51.0,28140,11.0,Minivan,Private,2,Bachelors,0,0.0,122934.0,Professional,0,No,6,4992,No,No,No,F,1,38,Urban,11.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,48.0,14370,9.0,Minivan,Commercial,2,Bachelors,0,257921.0,80657.0,BlueCollar,0,Yes,4,2928,No,Yes,No,M,13,42,Urban,12.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
0,0.0,48.0,15550,1.0,Minivan,Private,0,<HighSchool,0,126038.0,19718.0,Clerical,0,Yes,2,0,No,No,No,F,6,23,Urban,10.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,45.0,6880,7.0,Pickup,Private,0,<HighSchool,2,115797.0,0.0,Student,0,Yes,0,0,No,Yes,No,M,1,21,Urban,0.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1
0,0.0,51.0,14370,9.0,SUV,Commercial,4,Bachelors,0,215250.0,77728.0,BlueCollar,0,No,4,8466,No,No,No,F,10,43,Urban,14.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,53.0,14110,12.0,Minivan,Private,0,Bachelors,0,0.0,73056.0,Manager,0,No,1,0,No,Yes,No,M,9,34,Urban,16.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
0,0.0,46.0,24430,16.0,Minivan,Private,2,Masters,0,0.0,93543.0,Lawyer,0,No,6,43170,No,No,No,F,1,54,Urban,10.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,54.0,20320,16.0,Van,Private,0,Masters,0,58365.0,1590.0,Lawyer,0,Yes,0,0,No,Yes,No,M,7,14,Urban,12.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
0,0.0,31.0,4600,11.0,SUV,Commercial,0,Bachelors,1,0.0,17645.0,Student,0,Yes,0,0,No,No,Yes,F,6,32,Urban,9.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1
0,0.0,47.0,5550,16.0,SportsCar,Commercial,0,Masters,0,0.0,40460.0,BlueCollar,0,No,1,0,No,No,No,F,4,54,Rural,13.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0.0,51.0,3050,1.0,SUV,Private,0,<HighSchool,0,0.0,15542.0,BlueCollar,0,No,0,0,No,No,No,F,10,14,Rural,12.0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0.0,38.0,11710,1.0,Pickup,Private,0,<HighSchool,0,101352.0,25123.0,Student,0,Yes,1,0,No,Yes,No,M,1,52,Rural,5.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,0.0,47.0,11480,11.0,Pickup,Commercial,0,HighSchool,0,217253.0,52814.0,BlueCollar,0,Yes,0,0,No,Yes,No,M,1,20,Rural,14.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,0.0,52.0,21530,17.0,Minivan,Private,0,Masters,0,405910.0,147666.0,Lawyer,0,Yes,0,0,No,No,No,F,7,43,Rural,6.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
0,0.0,50.0,11660,10.0,Minivan,Private,0,Masters,0,317665.0,92321.0,Lawyer,0,Yes,0,0,No,No,No,M,6,28,Urban,11.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1
0,0.0,47.0,13270,14.0,Minivan,Private,0,Masters,0,236431.0,86434.0,Manager,0,Yes,0,0,No,No,No,F,1,36,Urban,11.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,27.0,5000,1.0,SportsCar,Private,0,HighSchool,1,59185.0,7989.0,HomeMaker,0,Yes,2,0,No,No,No,F,6,48,Rural,9.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
0,0.0,42.0,28930,22.0,PanelTruck,Commercial,0,PhD,0,281200.0,129274.0,NotInf,0,Yes,3,0,No,Yes,No,M,6,64,Urban,13.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
0,0.0,25.0,6420,15.0,Pickup,Commercial,2,Bachelors,1,0.0,24234.0,Student,0,Yes,1,1368,No,Yes,No,M,1,46,Rural,9.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,0.0,46.0,6500,10.0,SportsCar,Private,3,Bachelors,0,99200.0,0.0,HomeMaker,0,Yes,2,6913,No,No,No,F,1,28,Urban,10.620965605626996,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
